nExp, Time,   ID,       F 0,       F 1,       F 2,       F 3,       F 4,       F 5,       F 6 
  82,    5,    0,     0.000,     0.083,    -0.106,     0.135,     0.135,     0.018,     0.002,     0
  82,    6,    0,     0.000,     0.083,    -0.015,     0.085,     0.085,     0.007,     0.001,     0
  82,    7,    0,     0.000,     0.083,     0.076,     0.113,     0.113,     0.013,     0.001,     0
  82,    8,    0,     0.000,     0.083,     0.167,     0.186,     0.186,     0.035,     0.006,     0
  82,    9,    0,     0.000,     0.083,     0.258,     0.271,     0.271,     0.073,     0.020,     0
  82,   10,    0,     0.000,     0.083,     0.348,     0.358,     0.358,     0.128,     0.046,     0
  83,    0,    0,     0.000,     0.083,     0.439,     0.447,     0.447,     0.200,     0.089,     0
  83,    1,    0,     0.000,    -0.500,    -0.848,     0.985,     0.985,     0.970,     0.955,     0
  83,    2,    0,     0.000,    -0.417,    -0.758,     0.865,     0.865,     0.748,     0.646,    -5
  83,    3,    0,     1.000,    -0.333,    -0.667,     0.745,     0.745,     0.556,     0.414,    -5
  83,    4,    0,     1.000,    -0.250,    -0.576,     0.628,     0.628,     0.394,     0.247,    -5
  83,    5,    0,     1.000,    -0.167,    -0.485,     0.513,     0.513,     0.263,     0.135,    -5
  83,    6,    0,     1.000,    -0.083,    -0.394,     0.403,     0.403,     0.162,     0.065,    -5
  83,    7,    0,     1.000,     0.000,    -0.303,     0.303,     0.303,     0.092,     0.028,    -5
  83,    8,    0,     1.000,     0.000,    -0.212,     0.212,     0.212,     0.045,     0.010,    -5
  83,    9,    0,     1.000,     0.000,    -0.121,     0.121,     0.121,     0.015,     0.002,    -5
  83,   10,    0,     1.000,     0.000,    -0.030,     0.030,     0.030,     0.001,     0.000,     0
  84,    0,    0,     0.000,     0.083,     0.061,     0.103,     0.103,     0.011,     0.001,     0
  84,    1,    0,     0.000,    -0.417,    -0.515,     0.663,     0.663,     0.439,     0.291,    -5
  84,    2,    0,     1.000,    -0.333,    -0.424,     0.540,     0.540,     0.291,     0.157,    -5
  84,    3,    0,     1.000,    -0.250,    -0.333,     0.417,     0.417,     0.174,     0.072,    -5
  84,    4,    0,     1.000,    -0.167,    -0.242,     0.294,     0.294,     0.087,     0.025,    -5
  84,    5,    0,     1.000,    -0.083,    -0.152,     0.173,     0.173,     0.030,     0.005,    -5
  84,    6,    0,     1.000,     0.000,    -0.061,     0.061,     0.061,     0.004,     0.000,   995
  85,    0,    0,     1.000,     0.000,    -0.061,     0.061,     0.061,     0.004,     0.000,     0
  85,    1,    0,     0.000,    -0.417,    -0.667,     0.786,     0.786,     0.618,     0.486,    -5
  85,    2,    0,     1.000,    -0.333,    -0.576,     0.665,     0.665,     0.443,     0.294,    -5
  85,    3,    0,     1.000,    -0.250,    -0.485,     0.546,     0.546,     0.298,     0.162,    -5
  85,    4,    0,     1.000,    -0.167,    -0.394,     0.428,     0.428,     0.183,     0.078,    -5
  85,    5,    0,     1.000,    -0.083,    -0.303,     0.314,     0.314,     0.099,     0.031,    -5
  85,    6,    0,     1.000,     0.000,    -0.212,     0.212,     0.212,     0.045,     0.010,    -5
  85,    7,    0,     1.000,     0.000,    -0.121,     0.121,     0.121,     0.015,     0.002,    -5
  85,    8,    0,     1.000,     0.000,    -0.030,     0.030,     0.030,     0.001,     0.000,   995
  86,    0,    0,     1.000,     0.000,    -0.030,     0.030,     0.030,     0.001,     0.000,     0
  86,    1,    0,     0.000,     0.167,    -0.409,     0.442,     0.442,     0.195,     0.086,     0
  86,    2,    0,     0.000,     0.250,    -0.318,     0.405,     0.405,     0.164,     0.066,     0
  86,    3,    0,     0.000,     0.333,    -0.227,     0.403,     0.403,     0.163,     0.066,    -5
  86,    4,    0,     0.000,     0.417,    -0.136,     0.438,     0.438,     0.192,     0.084,    -5
  86,    5,    0,     0.000,     0.500,    -0.045,     0.502,     0.502,     0.252,     0.127,    -5
  86,    6,    0,     0.000,     0.583,     0.045,     0.585,     0.585,     0.342,     0.200,    -5
  86,    7,    0,     0.000,     0.667,     0.136,     0.680,     0.680,     0.463,     0.315,    -5
  86,    8,    0,     0.000,     0.750,     0.227,     0.784,     0.784,     0.614,     0.481,    -5
  86,    9,    0,     0.000,     0.833,     0.318,     0.892,     0.892,     0.796,     0.710,    -5
  86,   10,    0,     0.000,     0.917,     0.409,     1.004,     1.004,     1.008,     1.011,    -5
  87,    0,    0,     0.000,     1.000,     0.500,     1.118,     1.118,     1.250,     1.398,     0
  87,    1,    0,     0.000,     0.167,    -0.879,     0.894,     0.894,     0.800,     0.716,     0
  87,    2,    0,     0.000,     0.250,    -0.788,     0.827,     0.827,     0.683,     0.565,     0
  87,    3,    0,     0.000,     0.333,    -0.697,     0.773,     0.773,     0.597,     0.461,    -5
  87,    4,    0,     0.000,     0.417,    -0.606,     0.735,     0.735,     0.541,     0.398,    -5
  87,    5,    0,     0.000,     0.500,    -0.515,     0.718,     0.718,     0.515,     0.370,    -5
  87,    6,    0,     0.000,     0.583,    -0.424,     0.721,     0.721,     0.520,     0.375,    -5
  87,    7,    0,     0.000,     0.667,    -0.333,     0.745,     0.745,     0.556,     0.414,    -5
  87,    8,    0,     0.000,     0.750,    -0.242,     0.788,     0.788,     0.621,     0.490,    -5
  87,    9,    0,     0.000,     0.833,    -0.152,     0.847,     0.847,     0.717,     0.608,    -5
  88,    0,    0,     0.000,     0.917,    -0.061,     0.919,     0.919,     0.844,     0.775,     0
  88,    1,    0,     0.000,     0.083,    -0.409,     0.417,     0.417,     0.174,     0.073,     0
  88,    2,    0,     0.000,     0.083,    -0.318,     0.329,     0.329,     0.108,     0.036,     0
  88,    3,    0,     0.000,     0.083,    -0.227,     0.242,     0.242,     0.059,     0.014,     0
  88,    4,    0,     0.000,     0.083,    -0.136,     0.160,     0.160,     0.026,     0.004,     0
  88,    5,    0,     0.000,     0.083,    -0.045,     0.095,     0.095,     0.009,     0.001,     0
  88,    6,    0,     0.000,     0.083,     0.045,     0.095,     0.095,     0.009,     0.001,     0
  88,    7,    0,     0.000,     0.083,     0.136,     0.160,     0.160,     0.026,     0.004,     0
  88,    8,    0,     0.000,     0.083,     0.227,     0.242,     0.242,     0.059,     0.014,     0
  88,    9,    0,     0.000,     0.083,     0.318,     0.329,     0.329,     0.108,     0.036,     0
  88,   10,    0,     0.000,     0.083,     0.409,     0.417,     0.417,     0.174,     0.073,     0
  89,    0,    0,     0.000,     0.083,     0.500,     0.507,     0.507,     0.257,     0.130,     0
  89,    1,    0,     0.000,     0.083,    -0.939,     0.943,     0.943,     0.889,     0.839,     0
  89,    2,    0,     0.000,     0.083,    -0.848,     0.853,     0.853,     0.727,     0.620,     0
  89,    3,    0,     0.000,     0.083,    -0.758,     0.762,     0.762,     0.581,     0.443,     0
  89,    4,    0,     0.000,     0.083,    -0.667,     0.672,     0.672,     0.451,     0.303,     0
  89,    5,    0,     0.000,     0.083,    -0.576,     0.582,     0.582,     0.338,     0.197,     0
  89,    6,    0,     0.000,     0.083,    -0.485,     0.492,     0.492,     0.242,     0.119,     0
  89,    7,    0,     0.000,     0.083,    -0.394,     0.403,     0.403,     0.162,     0.065,     0
  89,    8,    0,     0.000,     0.083,    -0.303,     0.314,     0.314,     0.099,     0.031,     0
  89,    9,    0,     0.000,     0.083,    -0.212,     0.228,     0.228,     0.052,     0.012,     0
  89,   10,    0,     0.000,     0.083,    -0.121,     0.147,     0.147,     0.022,     0.003,     0
  90,    0,    0,     0.000,     0.083,    -0.030,     0.089,     0.089,     0.008,     0.001,     0
  90,    1,    0,     0.000,    -0.417,    -0.788,     0.891,     0.891,     0.794,     0.708,    -5
  90,    2,    0,     1.000,    -0.333,    -0.697,     0.773,     0.773,     0.597,     0.461,    -5
  90,    3,    0,     1.000,    -0.250,    -0.606,     0.656,     0.656,     0.430,     0.282,    -5
  90,    4,    0,     1.000,    -0.167,    -0.515,     0.541,     0.541,     0.293,     0.159,    -5
  90,    5,    0,     1.000,    -0.083,    -0.424,     0.432,     0.432,     0.187,     0.081,    -5
  90,    6,    0,     1.000,     0.000,    -0.333,     0.333,     0.333,     0.111,     0.037,    -5
  90,    7,    0,     1.000,     0.000,    -0.242,     0.242,     0.242,     0.059,     0.014,    -5
  90,    8,    0,     1.000,     0.000,    -0.152,     0.152,     0.152,     0.023,     0.003,    -5
  90,    9,    0,     1.000,     0.000,    -0.061,     0.061,     0.061,     0.004,     0.000,     0
  90,   10,    0,     0.000,     0.083,     0.030,     0.089,     0.089,     0.008,     0.001,     0
  91,    0,    0,     0.000,     0.083,     0.121,     0.147,     0.147,     0.022,     0.003,     0
  91,    1,    0,     0.000,    -0.417,    -0.667,     0.786,     0.786,     0.618,     0.486,    -5
  91,    2,    0,     1.000,    -0.333,    -0.576,     0.665,     0.665,     0.443,     0.294,    -5
  91,    3,    0,     1.000,    -0.250,    -0.485,     0.546,     0.546,     0.298,     0.162,    -5
  91,    4,    0,     1.000,    -0.167,    -0.394,     0.428,     0.428,     0.183,     0.078,    -5
  91,    5,    0,     1.000,    -0.083,    -0.303,     0.314,     0.314,     0.099,     0.031,    -5
  91,    6,    0,     1.000,     0.000,    -0.212,     0.212,     0.212,     0.045,     0.010,    -5
  91,    7,    0,     1.000,     0.000,    -0.121,     0.121,     0.121,     0.015,     0.002,    -5
  91,    8,    0,     1.000,     0.000,    -0.030,     0.030,     0.030,     0.001,     0.000,   995
  92,    0,    0,     1.000,     0.000,    -0.030,     0.030,     0.030,     0.001,     0.000,     0
  92,    1,    0,     0.000,     0.083,    -0.652,     0.657,     0.657,     0.431,     0.283,     0
  92,    2,    0,     0.000,     0.083,    -0.561,     0.567,     0.567,     0.321,     0.182,     0
  92,    3,    0,     0.000,     0.083,    -0.470,     0.477,     0.477,     0.228,     0.109,     0
  92,    4,    0,     0.000,     0.083,    -0.379,     0.388,     0.388,     0.150,     0.058,     0
  92,    5,    0,     0.000,     0.083,    -0.288,     0.300,     0.300,     0.090,     0.027,     0
  92,    6,    0,     0.000,     0.083,    -0.197,     0.214,     0.214,     0.046,     0.010,     0
  92,    7,    0,     0.000,     0.083,    -0.106,     0.135,     0.135,     0.018,     0.002,     0
  92,    8,    0,     0.000,     0.083,    -0.015,     0.085,     0.085,     0.007,     0.001,     0
  92,    9,    0,     0.000,     0.083,     0.076,     0.113,     0.113,     0.013,     0.001,     0
  92,   10,    0,     0.000,     0.083,     0.167,     0.186,     0.186,     0.035,     0.006,     0
  93,    0,    0,     0.000,     0.083,     0.258,     0.271,     0.271,     0.073,     0.020,     0
  93,    1,    0,     0.000,     0.167,    -0.333,     0.373,     0.373,     0.139,     0.052,     0
  93,    2,    0,     0.000,     0.250,    -0.242,     0.348,     0.348,     0.121,     0.042,     0
  93,    3,    0,     0.000,     0.333,    -0.152,     0.366,     0.366,     0.134,     0.049,    -5
  93,    4,    0,     0.000,     0.417,    -0.061,     0.421,     0.421,     0.177,     0.075,    -5
  93,    5,    0,     0.000,     0.500,     0.030,     0.501,     0.501,     0.251,     0.126,    -5
  93,    6,    0,     0.000,     0.583,     0.121,     0.596,     0.596,     0.355,     0.211,    -5
  93,    7,    0,     0.000,     0.667,     0.212,     0.700,     0.700,     0.489,     0.342,    -5
  93,    8,    0,     0.000,     0.750,     0.303,     0.809,     0.809,     0.654,     0.529,    -5
  93,    9,    0,     0.000,     0.833,     0.394,     0.922,     0.922,     0.850,     0.783,    -5
  94,    0,    0,     0.000,     0.917,     0.485,     1.037,     1.037,     1.075,     1.115,     0
  94,    1,    0,     0.000,     0.083,    -0.364,     0.373,     0.373,     0.139,     0.052,     0
  94,    2,    0,     0.000,     0.083,    -0.273,     0.285,     0.285,     0.081,     0.023,     0
  94,    3,    0,     0.000,     0.083,    -0.182,     0.200,     0.200,     0.040,     0.008,     0
  94,    4,    0,     0.000,     0.083,    -0.091,     0.123,     0.123,     0.015,     0.002,     0
  94,    5,    0,     0.000,     0.083,     0.000,     0.083,     0.083,     0.007,     0.001,     0
  94,    6,    0,     0.000,     0.083,     0.091,     0.123,     0.123,     0.015,     0.002,     0
  94,    7,    0,     0.000,     0.083,     0.182,     0.200,     0.200,     0.040,     0.008,     0
  94,    8,    0,     0.000,     0.083,     0.273,     0.285,     0.285,     0.081,     0.023,     0
  94,    9,    0,     0.000,     0.083,     0.364,     0.373,     0.373,     0.139,     0.052,     0
  94,   10,    0,     0.000,     0.083,     0.455,     0.462,     0.462,     0.214,     0.099,     0
  95,    0,    0,     0.000,     0.083,     0.545,     0.552,     0.552,     0.304,     0.168,     0
  95,    1,    0,     0.000,    -0.417,    -0.697,     0.812,     0.812,     0.659,     0.535,    -5
  95,    2,    0,     1.000,    -0.333,    -0.606,     0.692,     0.692,     0.478,     0.331,    -5
  95,    3,    0,     1.000,    -0.250,    -0.515,     0.573,     0.573,     0.328,     0.188,    -5
  95,    4,    0,     1.000,    -0.167,    -0.424,     0.456,     0.456,     0.208,     0.095,    -5
  95,    5,    0,     1.000,    -0.083,    -0.333,     0.344,     0.344,     0.118,     0.041,    -5
  95,    6,    0,     1.000,     0.000,    -0.242,     0.242,     0.242,     0.059,     0.014,    -5
  95,    7,    0,     1.000,     0.000,    -0.152,     0.152,     0.152,     0.023,     0.003,    -5
  95,    8,    0,     1.000,     0.000,    -0.061,     0.061,     0.061,     0.004,     0.000,   995
  96,    0,    0,     1.000,     0.000,    -0.061,     0.061,     0.061,     0.004,     0.000,     0
  96,    1,    0,     0.000,    -0.500,    -0.879,     1.011,     1.011,     1.022,     1.034,     0
  96,    2,    0,     0.000,    -0.417,    -0.788,     0.891,     0.891,     0.794,     0.708,    -5
  96,    3,    0,     1.000,    -0.333,    -0.697,     0.773,     0.773,     0.597,     0.461,    -5
  96,    4,    0,     1.000,    -0.250,    -0.606,     0.656,     0.656,     0.430,     0.282,    -5
  96,    5,    0,     1.000,    -0.167,    -0.515,     0.541,     0.541,     0.293,     0.159,    -5
  96,    6,    0,     1.000,    -0.083,    -0.424,     0.432,     0.432,     0.187,     0.081,    -5
  96,    7,    0,     1.000,     0.000,    -0.333,     0.333,     0.333,     0.111,     0.037,    -5
  96,    8,    0,     1.000,     0.000,    -0.242,     0.242,     0.242,     0.059,     0.014,    -5
  96,    9,    0,     1.000,     0.000,    -0.152,     0.152,     0.152,     0.023,     0.003,    -5
  96,   10,    0,     1.000,     0.000,    -0.061,     0.061,     0.061,     0.004,     0.000,     0
  97,    0,    0,     0.000,     0.083,     0.030,     0.089,     0.089,     0.008,     0.001,     0
  97,    1,    0,     0.000,     0.083,    -0.455,     0.462,     0.462,     0.214,     0.099,     0
  97,    2,    0,     0.000,     0.083,    -0.364,     0.373,     0.373,     0.139,     0.052,     0
  97,    3,    0,     0.000,     0.083,    -0.273,     0.285,     0.285,     0.081,     0.023,     0
  97,    4,    0,     0.000,     0.083,    -0.182,     0.200,     0.200,     0.040,     0.008,     0
  97,    5,    0,     0.000,     0.083,    -0.091,     0.123,     0.123,     0.015,     0.002,     0
  97,    6,    0,     0.000,     0.083,     0.000,     0.083,     0.083,     0.007,     0.001,     0
  97,    7,    0,     0.000,     0.083,     0.091,     0.123,     0.123,     0.015,     0.002,     0
  97,    8,    0,     0.000,     0.083,     0.182,     0.200,     0.200,     0.040,     0.008,     0
  97,    9,    0,     0.000,     0.083,     0.273,     0.285,     0.285,     0.081,     0.023,     0
  97,   10,    0,     0.000,     0.083,     0.364,     0.373,     0.373,     0.139,     0.052,     0
  98,    0,    0,     0.000,     0.083,     0.455,     0.462,     0.462,     0.214,     0.099,     0
  98,    1,    0,     0.000,    -0.417,    -0.667,     0.786,     0.786,     0.618,     0.486,    -5
  98,    2,    0,     1.000,    -0.333,    -0.576,     0.665,     0.665,     0.443,     0.294,    -5
  98,    3,    0,     1.000,    -0.250,    -0.485,     0.546,     0.546,     0.298,     0.162,    -5
  98,    4,    0,     1.000,    -0.167,    -0.394,     0.428,     0.428,     0.183,     0.078,    -5
  98,    5,    0,     1.000,    -0.083,    -0.303,     0.314,     0.314,     0.099,     0.031,    -5
  98,    6,    0,     1.000,     0.000,    -0.212,     0.212,     0.212,     0.045,     0.010,    -5
  98,    7,    0,     1.000,     0.000,    -0.121,     0.121,     0.121,     0.015,     0.002,    -5
  98,    8,    0,     1.000,     0.000,    -0.030,     0.030,     0.030,     0.001,     0.000,   995
  99,    0,    0,     1.000,     0.000,    -0.030,     0.030,     0.030,     0.001,     0.000,     0
  99,    1,    0,     0.000,    -0.417,    -0.500,     0.651,     0.651,     0.424,     0.276,    -5
  99,    2,    0,     1.000,    -0.333,    -0.409,     0.528,     0.528,     0.278,     0.147,    -5
  99,    3,    0,     1.000,    -0.250,    -0.318,     0.405,     0.405,     0.164,     0.066,    -5
  99,    4,    0,     1.000,    -0.167,    -0.227,     0.282,     0.282,     0.079,     0.022,    -5
  99,    5,    0,     1.000,    -0.083,    -0.136,     0.160,     0.160,     0.026,     0.004,    -5
  99,    6,    0,     1.000,     0.000,    -0.045,     0.045,     0.045,     0.002,     0.000,   995
 100,    0,    0,     1.000,     0.000,    -0.045,     0.045,     0.045,     0.002,     0.000,     0
 100,    1,    0,     0.000,     0.083,    -0.333,     0.344,     0.344,     0.118,     0.041,     0
 100,    2,    0,     0.000,     0.083,    -0.242,     0.256,     0.256,     0.066,     0.017,     0
 100,    3,    0,     0.000,     0.083,    -0.152,     0.173,     0.173,     0.030,     0.005,     0
 100,    4,    0,     0.000,     0.083,    -0.061,     0.103,     0.103,     0.011,     0.001,     0
 100,    5,    0,     0.000,     0.083,     0.030,     0.089,     0.089,     0.008,     0.001,     0
 100,    6,    0,     0.000,     0.083,     0.121,     0.147,     0.147,     0.022,     0.003,     0
 100,    7,    0,     0.000,     0.083,     0.212,     0.228,     0.228,     0.052,     0.012,     0
 100,    8,    0,     0.000,     0.083,     0.303,     0.314,     0.314,     0.099,     0.031,     0
 100,    9,    0,     0.000,     0.083,     0.394,     0.403,     0.403,     0.162,     0.065,     0
 100,   10,    0,     0.000,     0.083,     0.485,     0.492,     0.492,     0.242,     0.119,     0
 101,    0,    0,     0.000,     0.083,     0.576,     0.582,     0.582,     0.338,     0.197,     0
 101,    1,    0,     0.000,     0.167,    -0.591,     0.614,     0.614,     0.377,     0.231,     0
 101,    2,    0,     0.000,     0.250,    -0.500,     0.559,     0.559,     0.313,     0.175,     0
 101,    3,    0,     0.000,     0.333,    -0.409,     0.528,     0.528,     0.278,     0.147,    -5
 101,    4,    0,     0.000,     0.417,    -0.318,     0.524,     0.524,     0.275,     0.144,    -5
 101,    5,    0,     0.000,     0.500,    -0.227,     0.549,     0.549,     0.302,     0.166,    -5
 101,    6,    0,     0.000,     0.583,    -0.136,     0.599,     0.599,     0.359,     0.215,    -5
 101,    7,    0,     0.000,     0.667,    -0.045,     0.668,     0.668,     0.447,     0.298,    -5
 101,    8,    0,     0.000,     0.750,     0.045,     0.751,     0.751,     0.565,     0.424,    -5
 101,    9,    0,     0.000,     0.833,     0.136,     0.844,     0.844,     0.713,     0.602,    -5
 101,   10,    0,     0.000,     0.917,     0.227,     0.944,     0.944,     0.892,     0.842,    -5
 102,    0,    0,     0.000,     1.000,     0.318,     1.049,     1.049,     1.101,     1.156,     0
 102,    1,    0,     0.000,     0.083,    -0.561,     0.567,     0.567,     0.321,     0.182,     0
 102,    2,    0,     0.000,     0.083,    -0.470,     0.477,     0.477,     0.228,     0.109,     0
 102,    3,    0,     0.000,     0.083,    -0.379,     0.388,     0.388,     0.150,     0.058,     0
 102,    4,    0,     0.000,     0.083,    -0.288,     0.300,     0.300,     0.090,     0.027,     0
 102,    5,    0,     0.000,     0.083,    -0.197,     0.214,     0.214,     0.046,     0.010,     0
 102,    6,    0,     0.000,     0.083,    -0.106,     0.135,     0.135,     0.018,     0.002,     0
 102,    7,    0,     0.000,     0.083,    -0.015,     0.085,     0.085,     0.007,     0.001,     0
 102,    8,    0,     0.000,     0.083,     0.076,     0.113,     0.113,     0.013,     0.001,     0
 102,    9,    0,     0.000,     0.083,     0.167,     0.186,     0.186,     0.035,     0.006,     0
 103,    0,    0,     0.000,     0.083,     0.258,     0.271,     0.271,     0.073,     0.020,     0
 103,    1,    0,     0.000,    -0.500,    -0.970,     1.091,     1.091,     1.190,     1.299,     0
 103,    2,    0,     0.000,    -0.417,    -0.879,     0.973,     0.973,     0.946,     0.920,    -5
 103,    3,    0,     1.000,    -0.333,    -0.788,     0.855,     0.855,     0.732,     0.626,    -5
 103,    4,    0,     1.000,    -0.250,    -0.697,     0.740,     0.740,     0.548,     0.406,    -5
 103,    5,    0,     1.000,    -0.167,    -0.606,     0.629,     0.629,     0.395,     0.248,    -5
 103,    6,    0,     1.000,    -0.083,    -0.515,     0.522,     0.522,     0.272,     0.142,    -5
 103,    7,    0,     1.000,     0.000,    -0.424,     0.424,     0.424,     0.180,     0.076,    -5
 103,    8,    0,     1.000,     0.000,    -0.333,     0.333,     0.333,     0.111,     0.037,    -5
 103,    9,    0,     1.000,     0.000,    -0.242,     0.242,     0.242,     0.059,     0.014,    -5
 103,   10,    0,     1.000,     0.000,    -0.152,     0.152,     0.152,     0.023,     0.003,     0
 104,    0,    0,     0.000,     0.083,    -0.061,     0.103,     0.103,     0.011,     0.001,     0
 104,    1,    0,     0.000,     0.083,    -0.409,     0.417,     0.417,     0.174,     0.073,     0
 104,    2,    0,     0.000,     0.083,    -0.318,     0.329,     0.329,     0.108,     0.036,     0
 104,    3,    0,     0.000,     0.083,    -0.227,     0.242,     0.242,     0.059,     0.014,     0
 104,    4,    0,     0.000,     0.083,    -0.136,     0.160,     0.160,     0.026,     0.004,     0
 104,    5,    0,     0.000,     0.083,    -0.045,     0.095,     0.095,     0.009,     0.001,     0
 104,    6,    0,     0.000,     0.083,     0.045,     0.095,     0.095,     0.009,     0.001,     0
 104,    7,    0,     0.000,     0.083,     0.136,     0.160,     0.160,     0.026,     0.004,     0
 104,    8,    0,     0.000,     0.083,     0.227,     0.242,     0.242,     0.059,     0.014,     0
 104,    9,    0,     0.000,     0.083,     0.318,     0.329,     0.329,     0.108,     0.036,     0
 104,   10,    0,     0.000,     0.083,     0.409,     0.417,     0.417,     0.174,     0.073,     0
 105,    0,    0,     0.000,     0.083,     0.500,     0.507,     0.507,     0.257,     0.130,     0
 105,    1,    0,     0.000,     0.083,    -0.803,     0.807,     0.807,     0.652,     0.526,     0
 105,    2,    0,     0.000,     0.083,    -0.712,     0.717,     0.717,     0.514,     0.369,     0
 105,    3,    0,     0.000,     0.083,    -0.621,     0.627,     0.627,     0.393,     0.246,     0
 105,    4,    0,     0.000,     0.083,    -0.530,     0.537,     0.537,     0.288,     0.155,     0
 105,    5,    0,     0.000,     0.083,    -0.439,     0.447,     0.447,     0.200,     0.089,     0
 105,    6,    0,     0.000,     0.083,    -0.348,     0.358,     0.358,     0.128,     0.046,     0
 105,    7,    0,     0.000,     0.083,    -0.258,     0.271,     0.271,     0.073,     0.020,     0
 105,    8,    0,     0.000,     0.083,    -0.167,     0.186,     0.186,     0.035,     0.006,     0
 105,    9,    0,     0.000,     0.083,    -0.076,     0.113,     0.113,     0.013,     0.001,     0
 105,   10,    0,     0.000,     0.083,     0.015,     0.085,     0.085,     0.007,     0.001,     0
 106,    0,    0,     0.000,     0.083,     0.106,     0.135,     0.135,     0.018,     0.002,     0
 106,    1,    0,     0.000,    -0.500,    -0.909,     1.038,     1.038,     1.076,     1.117,     0
 106,    2,    0,     0.000,    -0.417,    -0.818,     0.918,     0.918,     0.843,     0.774,    -5
 106,    3,    0,     1.000,    -0.333,    -0.727,     0.800,     0.800,     0.640,     0.512,    -5
 106,    4,    0,     1.000,    -0.250,    -0.636,     0.684,     0.684,     0.467,     0.320,    -5
 106,    5,    0,     1.000,    -0.167,    -0.545,     0.570,     0.570,     0.325,     0.186,    -5
 106,    6,    0,     1.000,    -0.083,    -0.455,     0.462,     0.462,     0.214,     0.099,    -5
 106,    7,    0,     1.000,     0.000,    -0.364,     0.364,     0.364,     0.132,     0.048,    -5
 106,    8,    0,     1.000,     0.000,    -0.273,     0.273,     0.273,     0.074,     0.020,    -5
 106,    9,    0,     1.000,     0.000,    -0.182,     0.182,     0.182,     0.033,     0.006,    -5
 106,   10,    0,     1.000,     0.000,    -0.091,     0.091,     0.091,     0.008,     0.001,     0
 107,    0,    0,     0.000,     0.083,     0.000,     0.083,     0.083,     0.007,     0.001,     0
 107,    1,    0,     0.000,     0.167,    -0.924,     0.939,     0.939,     0.882,     0.828,     0
 107,    2,    0,     0.000,     0.250,    -0.833,     0.870,     0.870,     0.757,     0.659,     0
 107,    3,    0,     0.000,     0.333,    -0.742,     0.814,     0.814,     0.662,     0.539,    -5
 107,    4,    0,     0.000,     0.417,    -0.652,     0.773,     0.773,     0.598,     0.463,    -5
 107,    5,    0,     0.000,     0.500,    -0.561,     0.751,     0.751,     0.564,     0.424,    -5
 107,    6,    0,     0.000,     0.583,    -0.470,     0.749,     0.749,     0.561,     0.420,    -5
 107,    7,    0,     0.000,     0.667,    -0.379,     0.767,     0.767,     0.588,     0.451,    -5
 107,    8,    0,     0.000,     0.750,    -0.288,     0.803,     0.803,     0.645,     0.518,    -5
 107,    9,    0,     0.000,     0.833,    -0.197,     0.856,     0.856,     0.733,     0.628,    -5
 107,   10,    0,     0.000,     0.917,    -0.106,     0.923,     0.923,     0.852,     0.786,    -5
 108,    0,    0,     0.000,     1.000,    -0.015,     1.000,     1.000,     1.000,     1.000,     0
 108,    1,    0,     0.000,    -0.417,    -0.500,     0.651,     0.651,     0.424,     0.276,    -5
 108,    2,    0,     1.000,    -0.333,    -0.409,     0.528,     0.528,     0.278,     0.147,    -5
 108,    3,    0,     1.000,    -0.250,    -0.318,     0.405,     0.405,     0.164,     0.066,    -5
 108,    4,    0,     1.000,    -0.167,    -0.227,     0.282,     0.282,     0.079,     0.022,    -5
 108,    5,    0,     1.000,    -0.083,    -0.136,     0.160,     0.160,     0.026,     0.004,    -5
 108,    6,    0,     1.000,     0.000,    -0.045,     0.045,     0.045,     0.002,     0.000,   995
 109,    0,    0,     1.000,     0.000,    -0.045,     0.045,     0.045,     0.002,     0.000,     0
 109,    1,    0,     0.000,    -0.417,    -0.939,     1.028,     1.028,     1.056,     1.085,    -5
 109,    2,    0,     1.000,    -0.333,    -0.848,     0.912,     0.912,     0.831,     0.758,    -5
 109,    3,    0,     1.000,    -0.250,    -0.758,     0.798,     0.798,     0.636,     0.508,    -5
 109,    4,    0,     1.000,    -0.167,    -0.667,     0.687,     0.687,     0.472,     0.325,    -5
 109,    5,    0,     1.000,    -0.083,    -0.576,     0.582,     0.582,     0.338,     0.197,    -5
 109,    6,    0,     1.000,     0.000,    -0.485,     0.485,     0.485,     0.235,     0.114,    -5
 109,    7,    0,     1.000,     0.000,    -0.394,     0.394,     0.394,     0.155,     0.061,    -5
 109,    8,    0,     1.000,     0.000,    -0.303,     0.303,     0.303,     0.092,     0.028,    -5
 109,    9,    0,     1.000,     0.000,    -0.212,     0.212,     0.212,     0.045,     0.010,     0
 109,   10,    0,     0.000,     0.083,    -0.121,     0.147,     0.147,     0.022,     0.003,     0
 110,    0,    0,     0.000,     0.083,    -0.030,     0.089,     0.089,     0.008,     0.001,     0
 110,    1,    0,     0.000,     0.083,    -0.667,     0.672,     0.672,     0.451,     0.303,     0
 110,    2,    0,     0.000,     0.083,    -0.576,     0.582,     0.582,     0.338,     0.197,     0
 110,    3,    0,     0.000,     0.083,    -0.485,     0.492,     0.492,     0.242,     0.119,     0
 110,    4,    0,     0.000,     0.083,    -0.394,     0.403,     0.403,     0.162,     0.065,     0
 110,    5,    0,     0.000,     0.083,    -0.303,     0.314,     0.314,     0.099,     0.031,     0
 110,    6,    0,     0.000,     0.083,    -0.212,     0.228,     0.228,     0.052,     0.012,     0
